375	ACADEMY TESTING LABORATORIES INCORPORATED	Stephen A. Montanaro (Metallurgy) Laboratory Staff: Chem. engr. 1, metallurgists 1, other lab staff 1.
386	ACCESSORY CONTROLS & EQUIPMENT CORP.	John J. Kardys, V.P. & Chief Engr.
394	ACCURATE ELECTRONICS CORP.	
401	ACETO CHEMICAL COMPANY INCORPORATED	S. Mann, Pres. (Chem.) Laboratory Staff: Chemists 4, engrs. 2, other lab staff 4.
414	ACHESON INDUSTRIES, INC.	Harold J. Dawe, V.P. Rsch. Arthur J. Stock, Mgr. R&D Laboratory Staff: Chemists 3, chem. engr. 5, industrial engr. 1, techn. 8, other lab staff 3. | W. F. Polfus, Mgr. R&D Laboratory Staff: Chemists 3, chem. engr. 1, techn. 4, other lab staff 2. | E. R. Braithwaite, Mgr. R&D Laboratory Staff: Chemists 6, techn. 2, other lab staff 2.
446	ACME ELECTRIC CORPORATION	A. Schmidt, Jr, Rsch. Consultant (Elec.) Richard Klein, Rsch. Engr. Joseph Hupp, Section Chief Engr. Clair Wentworth, Section Chief Engr. Dale Burdick, Section Chief Engr. Laboratory Staff: Elec. engr. 26, techn. 75, other lab staff 10.
461	ACME ELECTRIC HEATING CORPORATION	Joseph B. Sampson, Pres. (Electric Heating) Laboratory Staff: Elec. engr. 2, other lab staff 2.
473	ACME STEEL CO.	J. N. Wognum, Chief Rsch. Engr, Laboratory Staff: Chemists 2, mech. engr. 2, math. 1, techn. 5, other lab staff 1. | J.E. Wentz, Chief Engr.
494	ACOUSTICA ASSOCIATES, INC.	Dr. Cameron Knox, Dir. of Rsch. (Oceanography/Biophysics) Neal Wood, Dir. of Engrg. (Aerospace Syst.) Laboratory Staff: Biologists 1, elec. engr. 5, mech. engr. 3, math. engr. 1, metallurgists 1, physicists 1, others 5,other lab staff 5.
505	ACROSCOPE ENGINEERING, INC. 12700 S. Main St.	
510	ACTON LABORATORIES INCORPORATED	Thomas E. Beling, Chief Engr. (Instrumentation) Laboratory Staff: Senior engr. 8, engrs. 3, math. 1, physicists 1, techn. 7, other lab staff 3.
520	GEORGE P. ADAIR ENGINEERING COMPANY	George P. Adair, Sr. Partner & Chief Engr. (Telecommunications) John E. Dettra, Jr, Engr. (Telecommunications) Laboratory Staff: Engrs. 2, techn. 2, other lab staff 2.
531	ADAM LAB	Elisabeth Adam Kroo, Chemist Dr. Adalbert Kroo (Medical Rsch.) Laboratory Staff: Biologists 1, chemists 1, M.D.’s 1, physicists 1, other lab staff 2.
541	ADAMAS CARBIDE CORP.	Julius Hummer, Mgr. R&D (Metals) Jack Powers, Lab Supv. (Quality Control) Eric Toesch, Dev. Metallurgist (Cemented Carbides) Laboratory Staff: Process engr. 2, project engr. 1, plant engr. 1, metallurgists 3, techn. 5, other lab staff 12.
552	ADAMS RITE MANUFACTURING COMPANY	A. R. Adams, Pres. & Gen. Mgr. W. Lauper, Chief Engr. (Mech. Locking & Control Devices) Laboratory Staff: Mech. engr. 4.
562	ADAMS - RUSSELL COMPANY INCORPORATED	Dr. John P. Curtis, V.P. & Dir. of Engrg. Leo J. Dolan, Engrg. Mgr. Dr. David E. Norton, Rsch. Scientist John M. Seavey, Sr. Dev. Engr. Laboratory Staff: Electronic engr. 11, mech. engr. 2, techn. 38, other lab staff 6.
577	Recruiting Contact: Robert J. Donovan, Personnel Adm. ADAPTRONICS, INC.	
585	ADCOLE CORPORATION	Chester G. Kuczun, Chief Engr. Laboratory Staff: Scientists and engr. 20
596	ADDRESSOGRAPH - MULTIGRAPH CORPORATION 1800 W. Central	Dr. Carl Botkin, V.P. Rsch. (Chem.) John L. Tregay, Chief Engr. Laboratory Staff: Chemists 31, design engr. 28, chem. engr. 5, techn. 69, other lab staff 5.
608	ADEC INCORPORATED	D.L. Weisen, Dir. (Audio & Acoustics) Laboratory Staff: Elec. engr. 2, mech. engr. 2, techn. 2, other lab staff 3.
619	ADMIRAL CORPORATION	Charles Honeywell, Dir. Engrg. (Electronic Equipment) Howard Bleam, Branch Chief (IFF Equipment) Joseph Yashon, Engr. Coordination (Syst. Engr.) Laboratory Staff: Electronic engr. 70, mech. engr. 30, physicists 4, techn. 150, other lab staff 20.
634	ADOLPH’S FOOD PRODUCTS MANUFACTURING COMPANY • 1800 W. Magnolia Blvd.	Dr. Hilard L. Kravitz, V.P, Rsch. Laboratory Staff: Chemists 7, M.D. 1, home economists 2, other lab staff 2.
644	ADVANCE DATA SYSTEMS CORPORATION	Edward Dillingham, Dir. of Engrg. Laboratory Staff: Electronic engr. 7, mech. engr. 4, math. 1, data processing specialists 3, techn. 4, other lab staff 3.
654	ADVANCED COMMUNICATIONS INCORPORATED	W.H, Fiden, V.P, Rsch. (Communications Syst.) B.H. Dell, V.P, Engrg. (Communications Syst.) Laboratory Staff: Elec. engr. 19, mech. engr. 3, physicists 1, techn. 16, other lab staff 52.
665	ADVANCED DEVELOPMENT LABORATORIES INCORPORATED	Alfred J. Cann, Dir. of Engrg. (Syst.) Robert M. Stetson, Syst. Mgr. (Electronic Equipment) George J. Monser, Microwave Mgr. (Antennas Components, Syst.) Martin E. Mehr on, Dir. of Syst. Planning Laboratory Staff: Chemists 1, elec. engr. 11, physicists 3, techn. 16, other lab staff 10.
681	ADVANCED DYNAMICS, INC.	David A. Huebscher, Dir. Engrg.
689	ADVANCED ELECTRONICS CORPORATION	S. Gitlin, Chief Engr.
700	ADVANCED KINETICS INCORPORATED	Dr. Ralph W. Waniek, Dir. of Rsch. (Plasma Physics) Dr. Harold P. Furth, Senior Physicist (Plasma Physics) Dr. Donald G. Swanson, Senior Physicist (Plasma Physics) Laboratory Staff: Elec. engr. 3, electronics engr. 5, math. 2, physicists 15, techn. 2, other lab staff 5.
711	ADVANCED MATERIALS AND PROCESSES	K.K. Ikeuye, Mgr, Materials Rsch. (Phy. Metallurgy) Quintin M. Cohenour, Supv, Quality Control (Materials Engrg.) Laboratory Staff: Metallurgists 4, techn. 4, other lab staff 2.
722	ADVANCED MEASUREMENT INSTRUMENTS INCORPORATED 109 Dover St.	Alex Gordon, Chief Engr. (RF Test Equipment) Laboratory Staff: Elec, engrs, techn. 3, other lab staff 9.
730	THE ADVANCED PRODUCTS COMPANY	Harvey R. Sommer, Pres. William A. Prince, Project Engr. (Seals) Walter M. Curtis, Project Engr. (Seals) Laboratory Staff: Meeh. engr. 2.
742	ADVANCED RESEARCH CORPORATION	T.P. Lang, Dir. of Rsch. (Nuclear Physics) Laboratory Staff: Chemists 2, electronics engr. 1, mech. engr. 2, physicists 5.
758	AERO ELECTRONICS CO.	
765	AERO-GEO-ASTRO CORP.	
770	AERO-MED ELECTRONICS, INC.	
776	AERO MEDICAL PRODUCTS COMPANY	Allan M. Russell, Pres. (Masks)
787	AERO SPACE TECHNOLOGY LABORATORIES	Donald J. Santeler, V.P. & Techn. Dir. (Vacuum) Dr. David H. Holkeboer, Vacuum Engr. Laboratory Staff: Meeh. engr. 2, elec. engr. 2, chem. engr. 1, physicists 3, aero. 1, elec. - mech. 1, techn. 3, other lab staff 2.
802	AEROCRAFT INCORPORATED	R. W. Schmucker, Treas. (Ground Support Cargo) H. Inskip, Plant Supv. (Fiberglas) Laboratory Staff: Math. 1, other professionals 1, techn. 2, other lab staff 2.
815	AEROFLEX LABORATORIES INCORPORATED	Richard Casper, Chief Engr. Walter Hickox, Dir. of Staff Engr. Jack Speller, Assoc. Dir. of Rsch. Laboratory Staff: Mech. engr. 15, elec. engr. 13, physicists 2, other lab staff 203.
827	AEROGLIDE CORP.	Julian W. Bann, Jr. V.P. (Engrg. Design) Hal E. Bland, Mgr. Mkt. (Special Process Machinery) Parke E. Thomas, Sales Mgr. (New Applications) Laboratory Staff: Mech. engr. 3, chem. engr. & aero. engr. 4, other lab staff 4.
840	AEROLAB DEVELOPMENT COMPANY	T.J. Ashley, Dir .of Engrg. (Thermodynamics) Laboratory Staff: Mech. engr. 10, aero. engr. 5, electronic engr. 2, techn. 10, other lab staff 4.
851	AEROLUX LIGHT CORPORATION	P. J. Kayatt, Gen. Mgr.
861	AEROMETRIC RESEARCH INC.	Robert D. Elliott, Pres. (Cloud Physics, Forecasting) Raymond E. Kerr, Jr, V.P. (Satellite Meteorology, Air Pollution) Sidney R. Frank, V.P. (Air Pollution, Micrometeorology) John T. Walser, Dir. of Operations (Remote Instrumentation) Laboratory Staff: Meteorologists 7, techn. 5, other lab staff 3.
875	AERONAUTICAL RESEARCH ASSOCIATES OF PRINCETON, INC. 50 Washington Rd.	Dr. Coleman duP. Donaldson, Pres. & Sr. Consultant (Gas Dynamics & Reentry Physics) Dr. John C. Houbolt, Exec. V.P. & Sr. Consultant (Space Technology Aeroelasticity Structural Dynamics) Dr. Guido Sandri, Consultant (Statistical Physics) Roger D. Sullivan, V.P. & Assoc. Consultant (Aerodynamics & Applied Math.) Laboratory Staff: Aero. engr. 13, civil engr. 1, math. 3, physicists 4, techn. 2, other lab staff 4.
887	AERONCA MANUFACTURING CORPORATION 1712 Germantown Rd.	* R.F. Hermes, V.P. & Gen. Mgr. R.W. Sanford, Dir, Engrg. H.D. Pratt, Dir, Quality Control Laboratory Staff: Ceramics engr. 3, elec. engr. 5, mech. engr. 5, metallurgists 6, math. 4, aerodynamists 2, techn. 10, other lab staff 3. | E. Keith Burnett, V.P. & Gen. Mgr. M.J. Taubenslay, Engrg. Mgr. Laboratory Staff: Biologists 2, elec. engr. 20, mech. engr. 4, physicists 3, psychologists 1, techn. 20, other lab staff 15. | George M. Ebert, V.P. & Gen. Mgr. David Chapman, Chief Engr.
919	AERONETICS INCORPORATED	M.H. Snedeker, Pres. (Metallurgy) E.C. Armstrong, Flight Activities Dir. (Aeronautical) C.E. Myres, Analytical Dir. (Chem.) Laboratory Staff: Chemists 2, aero. engr. 1, N.A. engr. 1, metallurgists 1, physicists 1, others 2, techn. 3, other lab staff 2.
937	AEROQUIP CORPORATION	B. A. Main, V.P. (Engrg.) J.C. Abbey, Dir. of Engrg. C. W. Gumbert, Adm. Engrg. E.R. Steinert, Chief Dev. Engr. (Aircraft) G.W. Goodwin, Chief Dev. Engr. (Industrial) J. Smisko, Lab Dir. Laboratory Staff: Metallurgists 2, mech. engr. 20.
954	AEROSPACE CHEMICAL SYSTEMS, INC.	Dr. I. Shapiro, Pres. (Boron Fiber Propellant Chem.) Col. D. Lee Batten (USAF Ret.), Exec. V.P. (Management) Jack Kiehl, Sr. Chemist (Hi-Vac) Stanley Shapiro, Chemist (Production) Jerald Shapiro, Chemist (Quality Control) Laboratory Staff: Chemists 5, engr. 1, metallurgists 1, physicists 1, techn. 2, other lab staff 1.
968	AEROSPACE CONTROLS CORPORATION	Paul A. Roos, V.P. (Optics) Leo F. Polak, Optical Engr. (Optics) Laboratory Staff: Math. 1, optical engr. 1, elect.-mech. engr. 2, physicists 3, techn. 6, other lab staff 4.
978	AEROSPACE CORPORATION (Non-Profit)	Dr. Bruce H. Billings, V.P. & Operations Gen. Mgr. (Optical Physics) Dr. M.T. Weiss, Assoc. Gen. Mgr. Labs Div. (Electronics) Dr. D.D. King, Dir. Electronics Research Lab Dr. J.E. Hove, Dir. Materials Sciences Lab Dr. J.C. Logan, Dir. Aerodynamics & Propulsion Research Lab Dr. R.A. Becker, Dir. Space Physics Lab (Applied Physics, Mech.) Dr. R.X. Meyer, Dir. Plasma Research Lab Laboratory Staff: 1754 members of the technical staff, of whom 221 are in Labs, other lab staff 270.
993	AEROSPACE RESEARCH, INC.	William H. York, Mkt. Mgr. Laboratory Staff: Scientists & engr. 8.
1002	AEROSPACE RESEARCH ASSOCIATES INCORPORATED 2017 W. Garvey Ave.	B. Mazelsky, Pres. (Structures) Dr. Daniel H. Platus, Project Scientist (Applied Mechanics) Dr. David L. Platus, Project Scientist (Applied Mechanics) Dr. Shoichi Uchiyama, Project Scientist (Applied Mechanics) George Epstein, Project Scientist (Materials Technology) Laboratory Staff: Chemists 1, applied mech. engr. 3, math. 1, physicists 1, other professionals 4, techn. 2, other lab staff 2. | L.C. Rose, V.P. (Environmental Testing) J.W. Langhammer, V.P. Biological R&D (Financial & Contract Adm.) Laboratory Staff: Biologists 1, chemists 1, mech. engr. 2, techn. 5, other lab staff 3.
1025	AEROSPACE RESEARCH CORPORATION	Oo H. Vetter, Engrg. Mgr. (Special Projects) Laboratory Staff: Aeronautical engr. 1, elec. engr. 1, mech. engr. 4, math. 1, physicists 1, other professionals 5, techn. 3, other lab staff 2.
1040	AEROSYSTEMS TECHNOLOGY CORP.	Charles Upper, Dir. (Rsch.) Harry Jones, V.P. (R&D) Laboratory Staff: Techn. 12, other lab staff 75.
1051	AERTECH	Fred Schumacher, Tech. Dir. (Microwave Devices) Laboratory Staff: Elec. engr. 3, techn. 3, other lab staff 2.
1063	AGNEW HIGGINS, INC.	Boyd Agnew, Pres. Marvin A. Powers, V.P. (Mfg.) Laboratory Staff: Techn. 2.
1078	AGRI RESEARCH, INC.	Phil S. Eckert, Pres. Glen G. Allen, Rsch. Dir. (Fruit & Vegetable Products) Richard Phillips, Rsch. Dir. (Grain Products) Raymond E. Seltzer, V.P. (Livestock Products) Laboratory Staff: Others 10, techn. 2, other lab staff 4.
1089	AIDLIN AUTOMATION, INC.	S. S. Aidlin, Pres. Laboratory Staff: Mech. engr. 2, industrial engr. 1, techn. 6.
1101	AIR LOGISTICS CORPORATION	D. L. Buckley, Chief Engr. (Design & Syst.)
1114	AIR PRODUCTS AND CHEMICALS INCORPORATED	C. McKinley, Dir. (Chem. Engrg.) R. Flinn, Asst. Dir. (Chem. Engrg.) Laboratory Staff: Chemists 12, chem. engr. 12, mech. engr. 2, physicists 2, techn. 50, other lab staff 13. | Walter A. Snow, Mgr, Adv. Products Dept. (Cryogenic Refrigeration Syst.) Laboratory Staff: Meeh. engr. 13, chem. engr. 3, elec. engr. 1, industrial engr. 1, techn. 12, other lab staff 22. | D.C. Brown, Dir, Applied R&D (Industrial Gases) R.D. Jones, Asst. Dir, Applied R&D (Industrial Gases) Laboratory Staff: Meeh. engr. 5, chem. engr. 6, industrial engr. I, metallurgists 1, techn. 6, other lab staff 4. | Dr. Thomas L. Gresham, V«p* R&D Dr. G.A. Mills, Dir. of Rsch. (Catalyst & Org. Rsch.) J. B. Maerker, Dir. of Dev. Dr. L.F. Barrington, Dir. of Applications Rsch. Dr. D.P. Macarus, Dir. of Engrg. Rsch. (Adv. Engrg. Application) G.L. Barcus, Dir. of Service (Analytical, Equipment Design & Fabrication Maintenance) Laboratory Staff: Chemists 24, chem. engr. 14, techn. 12, other lab staff 81.
1164	AIR REDUCTION COMPANY, INCORPORATED	B. C. Redmon, Dir. of Rsch. (Chem.) J. K. Hamilton, Dir. - Tech. Planning (Engrg.) A. V. Muska, Chief Engr. (Engrg.) Laboratory Staff: Chem. 59, chem. engr. 22, mech. engr. 13, elec. engr. 5, metallurgists 5, physicists 6, others 5, techn. 69, other lab staff 90. | David Craig, Mgr. (Cryogenics) W. Kussman, Asst. Mgr. (Cryogenics) G. Rothschild, Asst. Mgr. (Cryogenics) Laboratory Staff: Chem. engr. 25, elec. engr. 3, mech. engr. 30, math. 1, metallurgists 2, physicists 1, others 6, techn. 15, other lab staff 33. —Food Technology Laboratory Murray Hill, N. J. Fields of Interest: Preservation of foodstuffs by application of cryo-fluids. Major Activity of Parent Company: Mfg. - Lab Div: RDT&E 100%. R&D performed for: Owners 100%. Facilities: Fully equipped lab containing a total of 6600 sq. ft. Research Personnel: R. C. Webster, Mgr. (Preservation Foodstuffs) Laboratory Staff: Chem. 3, food technologists 5, tech. 3, other lab staff 2. | S. Georgeson, Pres. (Cryogenics) Laboratory Staff: Mech. engr. 8, tech. 8, other lab staff 2. -Ohio Chemical & Surgical Equipment Company 1400 East Washington Ave. Madison, Wisconsin 53701 Fields of Interest: Breathing systems, including gas storage, distribution and dispensing equipment for medical use; human environmental enclosures, and service distribution system for surgery. Major Activity of Parent Company: Mfg. - of Lab Div: R&D T&E 100%. R&D performed for: Owners 100%. Facilities: 20 man unit with adequate support. Research Personnel: E.F. Fullwood, V.P. (Medical) R.C. Berry, Mgr. Equipment Div. (Medical) H. L. May, Sr. Engr. Gases (Gas Dispensing) Laboratory Staff: Mech. engr. 5, elec. engr. 3, aeronautical 1, tech. 6, other lab staff 8. | L. Layden, Mgr. A. Lesnewich, Asst. Mgr. (Metallurgy) R. Purkheiser, Asst. Mgr. (Elec. Engrg.) J. Caprapola, Asst. Mgr. (Metallurgy) Laboratory Staff: Chem. 3, elec. engr. 9, mech. engr. 17, aeronautical engr. 1, math. 12, metallurgists 1, tech. 68, other lab staff 20. | Dr. L. M. Liggett, V.P. & Tech. Dir. (Analytical Chem.) Dr. W. E. Parker, Dir. of Rsch. (Physical-Inorganic Chem.) H. F. Goochee, Dir. of Dev. (Engrg.) Laboratory Staff: Chem. 12, electronic engr. 9, mech. engr. 4, chem. engr. 10, metallurgists 2, physicists 9, ceramists 3, techn. 45, other lab staff 16.
1241	AIR SURVEY CORPORATION	David H. Refoy, Dir. of Engrg. (Photogrammetry) Laboratory Staff: Mech. engr. 1, civil engr. 1, photogrammetric engr. 4, techn. 20, other lab staff 5.
1252	AIRCHEM, INC.	Milton Drexler, Tech. Dir. (Odors, Disinfection Detergency) Robert A. Gordon, Asst. Tech. Dir. (Odors, Disinfection Detergency) Laboratory Staff: Chemists 6, other professionals: bacteriologists 1, techn. 1, other lab staff 3.
1263	AIRCRAFT ARMAMENTS, INC.	William H. Gable, V. P. -Engrg. (Electronics & Electromech.) Irwin R. Barr, V. P. -Dev. (Mech. & Ordnance) William A. Scanga, Mgr, Syst. Engrg. (Solid State, Microwave & Lasers) Laboratory Staff: Chemists 3, mech. engr. 48, elec. engr. 68, other engr. 20, math. 2, physicists 5, psychologists 3, other professionals 11, techn. 150, other lab staff 38. Recruiting Contact; Walter H. Buxhman, Dir. of Industrial Relations
1274	AIRCRAFT EQUIPMENT CO.	Richard W. Logan, Pres. (Ground Support) Laboratory Staff: Mech. engr. 2.
1283	AIRCRAFT EQUIPMENT TESTING CO., INC. P.O. Box 3931, Baltimore 22, Md.	Carl Warner (Physics & Math.) Laboratory Staff: Aero. engr. 1, math. 1, techn. 5, other lab staff 2.
1293	AIRCRAFT MECHANICS, INC.	Proctor W. Nichols, Pres. Laboratory Staff: Professionals 21.
1303	AIRCRAFT PRECISION PRODUCTS, INC.	Franklin A. Brown, Chief Engr.
1314	AIRCRAFT RADIO CORPORATION	Edward B. Moore, V.P. & Chief Engr. F. W. Piper, Mgr. Syst. Dev. (Aircraft Syst.) H. H. Benning, Mgr. Navigation Dev. (Air Navigation) R. G. Nyberg, Mgr. Communications Dev. (Air Communications) R. F. Post, Mgr. Military Dev. (Military R&D) S. J. Goodman, Mgr. Publications Laboratory Staff: Electronic engr. 28, mech. engr. 16, chem. engr. 1.
1332	AIRPAX ELECTRONICS INCORPORATED	Herbert A. Cook, Pres. Blas Mazzeo, Chief Engr. Harry Hamilton, Chief Engr.
1345	AIRTEK DYNAMICS, INC.	Michael J. Welther, V.P. Engrg. Laboratory Staff: Scientists and/or engr. 8.
1359	AJAX MAGNETHERMIC CORPORATION	B. E. McArthur, Sr. V.P. Engrg. (Induction Equipment) Mario Tama, Dir. of Rsch. (Induction Equipment) J. M. Graham, Dir. of Lab. Laboratory Staff: Elec. engr. 5, metallurgists 1, physicists 1, techn. 5, other lab staff 11.
1370	THE AL-CHEM LABORATORY, INC.	Justin J. Alikonis, Dir. of Rsch. Carl J. Loes eke, Engr. Harold R. Hillman, Chemist Laboratory Staff: Engr. 3, math. 1, techn. 4, other lab staff 10.
1381	ALADDIN INDUSTRIES, INCORPORATED	Robert M. Rownd, Mgr. R&D (Chem. Engrg.) Laboratory Staff: Chem. engr. 1, industrial engr. 1, mech. engr. I, ind. designer 1, other lab staff 9.
1396	ALAN WOOD STEEL COMPANY	R. A. Lubker, V. P. Rsch. & Dev. (Metallurgical Rsch.) J. A. Glunt, Dir. of Rsch. & Quality Control J. R. Behrman, Mgr. Operations Rsch. Laboratory Staff: Chemists 1, metallurgists 8, other lab staff 5.
1410	ALBERTO-CULVER CO.	G.S. Kass, V.P.-Techn. Dir. Dr. J. A. Celia, Rs ch. Dir. (Pharmaceutical Div.) M. Sorkin, Rsch. Dir. (Toiletries Div.) Dr. J. Siegel, Rsch. Dir. (Aerosol Div.) Dr. W. Linfield, Rsch. Dir. (Org. Chem. Div.) Laboratory Staff: Biologists 2, chem. 38, chem. engr. 3, pharmaceutical chem. 2, techn. 6, other lab staff 8. ALBUQUERQUE DIVISION See: ACF Industries, Inc.
1422	ALCO PRODUCTS, INCORPORATED	F. X. Gaenger, Locomotive & Engine Products, Engrg. Mgr. P.S. Vaughn, Diesel Engine Design & Dev. Chief Engr. C. F. Schwenker, Locomotive Design Chief Engr. D. G. Dominy, Turbocharger Engr. G. R. Griffith, Engrg. Dev. Labs Mgr. Laboratory Staff: Chemists 2, mech. engr. 15, metallurgical engr. 4, math. engr. 2, metallurgists 4, techn. 20, other lab staff 10.
1441	ALCOLAC CHEMICAL CORPORATION	Joel A. Zaslowsky, Rsch. Dir. (Org. Chem.) Henry Gould, Mgr, Synthesis Rsch. (Org. Synthesis) Otto Gellner, Mgr. Polymer Service George Panzer, Mgr. Product Dev. Willard Bastian, Mgr. Statistical Dept. Leonard Douglas, Mgr. Analytical Services and Control Ronald Steinberg, Mgr. Engrg; (Process Dev.) Laboratory Staff: Chem. 12, chem. engr. 2, techn. 9, other lab staff 5.
