681	Advanced Dynamics	ADVANCED DYNAMICS, INC.
689	Advanced Electronics Corporation	ADVANCED ELECTRONICS CORPORATION
700	Advanced Kinetics	ADVANCED KINETICS INCORPORATED
711	Advanced Materials and Processes	ADVANCED MATERIALS AND PROCESSES
722	Advanced Measurement Instruments	ADVANCED MEASUREMENT INSTRUMENTS INCORPORATED
730	Advanced Products	ADVANCED PRODUCTS COMPANY
742	Advanced Research Corporation	ADVANCED RESEARCH CORPORATION
758	Aero Electronics Company	AERO ELECTRONICS CO.
765	Aero Geo Astro Corporation	AERO-GEO-ASTRO CORP.
770	Aero-Med Electronics	AERO-MED ELECTRONICS, INC.
776	Aero Medical Products	AERO MEDICAL PRODUCTS COMPANY
787	Aero Space Technology Laboratories	AERO SPACE TECHNOLOGY LABORATORIES
802	Aerocraft	AEROCRAFT INCORPORATED
815	Aeroflex	AEROFLEX LABORATORIES INCORPORATED
827	Aeroglide Corporation	AEROGLIDE CORP.
840	Aerolab Development Company	AEROLAB DEVELOPMENT COMPANY
851	Aerolux Light Corporation	AEROLUX LIGHT CORPORATION
861	Aerometric research	AEROMETRIC RESEARCH INC.
875	Aeronautical Research Associates of Princeton	AERONAUTICAL RESEARCH ASSOCIATES OF PRINCETON, INC.
887	Aeronca Manufacturing Corporation	AERONCA MANUFACTURING CORPORATION
919	Aeronetics	AERONETICS INCORPORATED
937	Aeroquip Corporation	AEROQUIP CORPORATION
954	Aerospace Chemical Sysems	AEROSPACE CHEMICAL SYSTEMS, INC.
968	Aerospace Controls Corporation	AEROSPACE CONTROLS CORPORATION
978	Aerospace Corporation	AEROSPACE CORPORATION
993	Aerospace Research	AEROSPACE RESEARCH, INC.
1002	Aerospace Research Associates	AEROSPACE RESEARCH ASSOCIATES INCORPORATED
1025	Aerospace Research Corporation	AEROSPACE RESEARCH CORPORATION
1040	Aerosystems Technology Corporation	AEROSYSTEMS TECHNOLOGY CORP.
1051	Aertech	AERTECH
1063	Agnew Higgins	AGNEW HIGGINS, INC.
1078	Agri Research	AGRI RESEARCH, INC.
1089	Aidlin Automation	AIDLIN AUTOMATION, INC.
1101	Air Logistics Corporation	AIR LOGISTICS CORPORATION
1114	Air Products	AIR PRODUCTS AND CHEMICALS INCORPORATED
1164	Air Reduction Company	AIR REDUCTION COMPANY, INCORPORATED
1241	Air Survey Corporation	AIR SURVEY CORPORATION
1252	Airchem	AIRCHEM, INC.
1263	Aircraft Armaments	AIRCRAFT ARMAMENTS, INC.
1274	Aircraft Equipment Company	AIRCRAFT EQUIPMENT CO.
1283	Aircraft Equipment Testing Company	AIRCRAFT EQUIPMENT TESTING CO., INC.
1293	Aircraft Mechanics	AIRCRAFT MECHANICS, INC.
1303	Aircraft Precision Products	AIRCRAFT PRECISION PRODUCTS, INC.
1314	Aircraft Radio Corporation	AIRCRAFT RADIO CORPORATION
1332	Airpax Electronics	AIRPAX ELECTRONICS INCORPORATED
1345	Airtek Dynamics	AIRTEK DYNAMICS, INC.
1359	Ajax Magnethermic Corporation	AJAX MAGNETHERMIC CORPORATION
1370	Al-Chem Laboratory	AL-CHEM LABORATORY, INC.
1381	Aladdin Industries	ALADDIN INDUSTRIES, INCORPORATED
1396	Alan Wood Steel Company	ALAN WOOD STEEL COMPANY
1410	Alberto-Culver Company	ALBERTO-CULVER CO.
1422	Alco Products	ALCO PRODUCTS, INCORPORATED
1441	Alcolac Chemical Corporation	ALCOLAC CHEMICAL CORPORATION
1453	Alcon Laboratories	ALCON LABORATORIES, INCORPORATED
1475	Alcor	ALCOR, INC.
1486	Alden Electronic and Impluse Recording Equipment	ALDEN ELECTRONIC & IMPULSE RECORDING EQUIPMENT CO., INC.
1501	Aldrich Chemical Company	ALDRICH CHEMICAL COMPANY, INC.
1512	Aldridge Industrial Oils	ALDRIDGE INDUSTRIAL OILS, INC.
1524	Alfax Paper and Engineering Company	ALFAX PAPER & ENG. CO. INC.
1549	Alford Manufacturing Company	ALFORD MANUFACTURING COMPANY
1555	Alfred Electronics	ALFRED ELECTRONICS
1568	All American Engineering Company	ALL AMERICAN ENGINEERING CO.
1578	Al Products Company	ALL PRODUCTS COMPANY
1590	All-State Welding Alloys Company	ALL-STATE WELDING ALLOYS CO., INC.
1603	All-Tronics	ALL-TRONICS INC.
1614	Allaco Products	ALLACO PRODUCTS INCORPORATED
1625	Allegany Ballistics Laboratory	ALLEGANY BALLISTICS LABORATORY
1639	Allen-Bradley Company	ALLEN-BRADLEY COMPANY
1648	Allen and Son	ALLEN & SON, INC.
1660	Allen Tool Corporation	ALLEN TOOL CORPORATION
1664	Allen Weather Corporation	ALLEN WEATHER CORPORATION
1674	Allied Analytical and Research Laboratories	ALLIED ANALYTICAL & RESEARCH LABS
1685	Allied Chemical Corporation	ALLIED CHEMICAL CORPORATION
1807	Allied Control Company	ALLIED CONTROL COMPANY, INC.
1815	Allied Engineering and Production Corporation	ALLIED ENGINEERING & PRODUCTION CORP.
1825	Allied Mills	ALLIED MILLS INC.
1836	Allied Research Associates	ALLIED RESEARCH ASSOCIATES INCORPORATED
1857	Allied Research Products	ALLIED RESEARCH PRODUCTS, INC.
1866	Allied Thermal Corporation	ALLIED THERMAL CORP.
1877	Allis-Chalmers Manufacturing Company	ALLIS-CHALMERS MANUFACTURING COMPANY
1913	Allis Company	LOUIS ALLIS COMPANY
1924	Allo Precision Metals Engineering	ALLO PRECISION METALS ENGINEERING, INC.
1931	Alloy Metals	ALLOY METALS, INC.
1937	Alloy Products Company	ALLOY PRODUCTS CORP.
1945	Alloyd Electronics Corporation	ALLOYD ELECTRONICS CORP.
1956	Alloys Unlimited	ALLOYS UNLIMITED, INC.
1966	Alltronics	ALLTRONICS OF CALIFORNIA
1974	Allvac Metals Company	ALLVAC METALS COMPANY
1985	Almasol Corporation	ALMASOL CORPORATION
1993	Almay Research and Testing Corporation	ALMAY RESEARCH & TESTING CORPORATION
2008	Alox  Corporation	ALOX CORPORATION
2019	Alpha Metals	ALPHA METALS, INCORPORATED
2032	Alpha Microelectronics Company	ALPHA MICROELECTRONICS COMPANY, INCORPORATED
2043	Alpha Microwave	ALPHA MICROWAVE, INCORPORATED
2052	Alpha Molykote Corporation	ALPHA-MOLYKOTE CORP.
2061	Alpha Research and Development	ALPHA RESEARCH & DEVELOPMENT, INCORPORATED
2072	Alpine Geophysical Associates	ALPINE GEOPHYSICAL ASSOCIATES, INC.
2079	Altamil Corporation	ALTAMIL CORP.
2087	Alten Foundry and Machine Works	ALTEN FOUNDRY & MACHINE WORKS
2097	Aluminum Company of America	ALUMINUM COMPANY OF AMERICA
2121	Amalgamated Chemical Corporation	AMALGAMATED CHEMICAL CORPORATION
2132	Amber Laboratories	AMBER LABORATORIES, INC.
2145	Amchem Products	AMCHEM PRODUCTS, INCORPORATED
2157	Amerace Esna Corporation	AMERACE CORPORATION
2181	American Adhesives	AMERICAN ADHESIVE MFG. COMPANY INCORPORATED
2193	American Agar and Chemical Company	AMERICAN AGAR & CHEMICAL COMPANY
2204	American Air Filter Company	AMERICAN AIR FILTER COMPANY, INCORPORATED
2240	American Biltrite Rubber Company	AMERICAN BILTRITE RUBBER CO.
2259	American Bio-Chemical Laboratory	AMERICAN BIO-CHEMICAL LABORATORY, INCORPORATED
2268	American Bio-Synthetics Corporation	AMERICAN BIO-SYNTHETICS CORPORATION
2284	American Bosch Arma Corporation	AMERICAN BOSCH ARMA CORPORATION
2316	American Bottlers of Carbonated Beverages	AMERICAN BOTTLERS OF CARBONATED BEVERAGES
2326	American Brake Shoe Company	AMERICAN BRAKE SHOE CO.
2335	American Can Company	AMERICAN CAN COMPANY
2349	American Cast Iron Pipe Company	AMERICAN CAST IRON PIPE COMPANY
2364	American Chain and Cable Company	AMERICAN CHAIN & CABLE CO., INC.
2375	American Cyanamid Company	AMERICAN CYANAMID COMPANY
2493	American Cystoscope Makers	AMERICAN CYSTOSCOPE MAKERS, INCORPORATED
2507	American District Telegraph Company	AMERICAN DISTRICT TELEGRAPH COMPANY
2521	American Dynamics	AMERICAN DYNAMICS CORP.
2528	American Electronic Laboratories	AMERICAN ELECTRONIC LABORATORIES,INC.
2541	American Electronics	AMERICAN ELECTRONICS, INC.
2553	American Enka Corporation	AMERICAN ENKA CORP.
2567	American Felt Company	AMERICAN FELT COMPANY
2578	American Gage and Machine Company	AMERICAN GAGE & MACHINE CO.
2592	American Gas Association	AMERICAN GAS ASSOCIATION
2609	American Geographical Society	AMERICAN GEOGRAPHICAL SOCIETY
2623	American Glass Research	AMERICAN GLASS RESEARCH, INC.
2633	American Gyro	AMERICAN GYRO
2642	American Hofmann Corporation	AMERICAN HOFMANN CORP.
2648	American Home Products Corporation	AMERICAN HOME PRODUCTS CORPORATION
2759	American Hospital Supply Corporation	AMERICAN HOSPITAL SUPPLY CORPORATION
2780	American Institute of Baking	AMERICAN INSTITUTE OF BAKING
2790	American Institute of Crop Ecology	AMERICAN INSTITUTE OF CROP ECOLOGY
2803	American Institute of Baking	AMERICAN INSTITUTE OF LAUNDERING
2815	American Institutes for Research in the Behavioral Sciences	AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES
2832	American Instrument Company	AMERICAN INSTRUMENT COMPANY, INC.
2843	American Lithographic Varnish Company	AMERICAN LITHOGRAPHIC VARNISH CO., INC.
2856	American Machine and Foundry Company	AMERICAN MACHINE & FOUNDRY COMPANY
2976	American Maize-Products Company	AMERICAN MAIZE PRODUCTS COMPANY
2989	American Metal Products Company	AMERICAN METAL CLIMAX, INCORPORATED
3019	Alexander Magk Memorial Library	ALEXANDER MAGK MEMORIAL LIBRARY B
3043	American Metal Products Company	AMERICAN METAL PRODUCTS COMPANY
3056	American Metaseal Corporation	AMERICAN METASEAL CORPORATION
3067	American Meter Company	AMERICAN METER COMPANY
3080	American Micro Devices	AMERICAN MICRO DEVICES, INC.
3088	American Missile Products Company	AMERICAN MISSILE PRODUCTS CO., INC.
3096	American Monorail Company	AMERICAN MONORAIL CO.
3102	American Motors Corporation	AMERICAN MOTORS CORPORATION
3114	American Mutual Liability Insurance Company	AMERICAN MUTUAL LIABILITY INSURANCE COMPANY W
3129	American Newspaper Publishers Association Research Institute	AMERICAN NEWSPAPER PUBLISHERS ASSOCIATION RESEARCH INSTITUTE
3142	American Nickel Alloy Manufacturing Corporation	AMERICAN NICKEL ALLOY MFG. CORP.
3148	Standard Oil Company	AMERICAN OIL COMPANY
3215	American Pharmaceutical Company	AMERICAN PHARMACEUTICAL COMPANY
3231	American Photocopy Equipment Company	AMERICAN PHOTOCOPY EQUIPMENT COMPANY
3242	American Potash and Chemical Corporation	AMERICAN POTASH & CHEMICAL CORPORATION
3271	American Precision Industries	AMERICAN PRECISION INDUSTRIES, INC.
3283	American Radiator and Standard Sanitary Corporation	AMERICAN RADIATOR AND STANDARD SANITARY CORP.
3363	American Research and Testing Laboratories	AMERICAN RESEARCH AND TESTING LABORATORIES
3377	American Saint Gobain Corporation	AMERICAN SAINT GOBAIN CORPORATION
3393	American Science and Engineering	AMERICAN SCIENCE & ENGINEERING, INC.
3412	American Scientific Corporation	AMERICAN SCIENTIFIC CORP.
3422	American Seating Company	AMERICAN SEATING COMPANY
3433	American Silver Company	AMERICAN SILVER COMPANY INCORPORATED
3442	American Smelting and Refining Company	AMERICAN SMELTING AND REFINING COMPANY
3465	American Standard Products	AMERICAN STANDARD PRODUCTS, INC.
3472	American Standards Testing Bureau	AMERICAN STANDARDS TESTING BUREAU, INCORPORATED
3480	American Sterilizer Company	AMERICAN STERILIZER COMPANY
3498	American Synthetic Rubber Corporation	AMERICAN SYNTHETIC RUBBER CORPORATION
3507	American Telephone and Telegraph Company	AMERICAN TELEPHONE AND TELEGRAPH COMPANY
3567	American Tobacco Company	AMERICAN TOBACCO COMPANY
3585	American Type Culture Collection	AMERICAN TYPE CULTURE. COLLECTION
3595	American Welding and Manufacturing Company	AMERICAN WELDING & MANUFACTURING CO.
3615	American Zinc Company	AMERICAN ZINC, LEAD AND SMELTING COMPANY R
3653	Ames Bag and Packaging Corporation	AMES BAG & PACKAGING, CORPORATION
3665	Ames Laboratories (CT)	AMES LABORATORIES, INCORPORATED
3674	Ametek	AMETEK, INC.
3690	Amicon Corporation	AMICON CORPORATION
3699	Ammon Instruments	AMMON INSTRUMENTS INC.
3711	Ampco Metal	AMPCO METAL, INCORPORATED
3721	Amperex Electronic Corporation	AMPEREX ELECTRONIC CORPORATION
3730	Ampex Corporation	AMPEX CORPORATION
3756	Amphenol-Borg Electronics Corporation	AMPHENOL-BORG ELECTRONICS CORPORATION
3765	Amron Corporation	AMRON CORP.
3771	Amsted Industries	AMSTED INDUSTRIES, INC.
3777	Anaconda American Brass Company	ANACONDA AMERICAN BRASS COMPANY
3796	Anaconda Company	ANACONDA COMPANY
3822	Anadex Instruments	ANADEX INSTRUMENTS INC.
3837	Analogue Controls	ANALOGUE CONTROLS, INC.
3845	Analytic Services	ANALYTIC SERVICES INC.
3862	Analytical Research Associates	ANALYTICAL RESEARCH ASSOCIATES INCORPORATED
3874	Anchor Coupling	ANCHOR COUPLING CO., INC.
3882	Anchor Hocking Corporation	ANCHOR HOCKING GLASS CORP ORATION
3897	Anchor Specialty Manufacturing Company	ANCHOR SPECIALTY MANUFACTURING COMPANY, INC.
3903	Andersen Laboratories	ANDERSEN LABORATORIES INCORPORATED
3913	Anderson, Clayton and Company	ANDERSON, CLAYTON & CO.
3935	Anderson Controls	ANDERSON CONTROLS INCORPORATED
3946	Anderson, Greenwood and Company	ANDERSON, GREENWOOD, & CO.
3959	Anderson Physical Laboratory	ANDERSON OIL AND CHEMICAL COMPANY, INC.
3970	Anderson Power Products	ANDERSON POWER PRODUCTS, INC.
3978	Andonian Associates	ANDONIAN ASSOCIATES INCORPORATED
3988	Andrew California Corporation	ANDREW CALIFORNIA CORP.
3996	Andrew Corporation	ANDREW CORPORATION
4012	Andrews Paper Company	ANDREWS PAPER & CHEMICAL CO., INC.
4024	Andromeda	ANDROMEDA, INC.
4030	Anelex	ANELEX CORP.
4039	Angelica Uniform Company	ANGELICA UNIFORM COMPANY
4045	Anheuser-Busch	ANHEUSER-BUSCH INCORPORATED
4058	Anken Chemical and Film Corporation	ANKEN CHEMICAL & FILM CORPORATION
4072	Annis Company	R.B. ANNIS COMPANY
4079	Anodyne	ANODYNE, INC.
4089	Anresco	ANRESCO
4102	Ansonia Wire and Cable Company	ANSONIA WIRE & CABLE CO.
4111	Ansul Company	ANSUL COMPANY
4130	Antelline, Fred F.	FRED F. ANTELLINE, INC.
4140	Antenna and Radome Research Associates	ANTENNA & RADOME RESEARCH ASSOCIATES, INC.
4150	Antenna Specialists Company	ANTENNA SPECIALISTS COMPANY
4160	Antenna Systems	ANTENNA SYSTEMS, INC.
4170	Anti-Friction Hull Corporation	ANTI-FRICTION HULL CORP.
4175	Anti-Hydro Waterproofing Company	ANTI-HYDRO WATERPROOFING COMPANY
4188	Antlab	ANTLAB, INC.
4201	Apache Exploration Company	APACHE EXPLORATION CO.
4213	Apache Powder Company	APACHE POWDER COMPANY
4225	Apollo Metals	APOLLO METALS INC .
4236	Application Research Corporation	APPLICATION RESEARCH CORP.
4252	Applied Design Company	APPLIED DESIGN COMPANY INCORPORATED
4266	Applied Dynamics	APPLIED DYNAMICS, INC.
4282	Applied Electronics Corporation	APPLIED ELECTRONICS CORPORATION OF NEW JERSEY P. O. B
4292	Applied Energy Company	APPLIED ENERGY COMPANY
4314	Applied Logic Corporation	APPLIED LOGIC CORPORATION
4327	Applied Magnetics Corporation	APPLIED MAGNETICS CORPORATION
4341	Applied Physics Corporation	APPLIED PHYSICS CORPORATION
4353	Applied Polytechnic Research Corporation	APPLIED POLYTECHNIC RESEARCH CORPORATION
4369	Applied Power Industries	APPLIED POWER INDUSTRIES, INCORPORATED M
4398	Applied Psychological Services	APPLIED PSYCHOLOGICAL SERVICES
4411	Applied Psychology Corporation	APPLIED PSYCHOLOGY CORPORATION
4424	Applied Research Laboratories of Florida	APPLIED RESEARCH LABORATORIES OF FLORIDA INC.
4440	Applied Science Associates	APPLIED SCIENCE ASSOCIATES INCORPORATED
4450	Appled Science and Chemical Corporation	APPLIED SCIENCE & CHEMICAL CORP.
4459	Applied Science Industries	APPLIED SCIENCE INDUSTRIES, INCORPORATED
4470	Applied Science Laboratories	APPLIED SCIENCE LABORATORIES, INC.
4482	Applied Technology	APPLIED TECHNOLOGY, INCORPORATED
4496	Aqualite	AQUALITE CORP.
4506	Arapahoe Chemicals	ARAPAHOE CHEMICALS INCORPORATED
4523	Archer Daniels Midland Company	ARCHER DANIELS MIDLAND COMPANY
4539	Archer-Reed Company	ARCHER-REED COMPANY
4549	Arcon Corporation	ARCON CORPORATION
4562	Arcos Corporation	ARCOS CORPORATION
4574	Arde	ARDE INCORPORATED
4588	Arenberg Ultrasonic Laboratory	ARENBERG ULTRASONIC LABORATORY, INCORPORATED
4600	Arenol Chemical Corporation	ARENOL CHEMICAL CORPORATION
4610	Argus	ARGUS INCORPORATED
4623	Aries Research	ARIES RESEARCH, INC.
4636	Arinc Research Corporation	ARINC RESEARCH CORPORATION
4657	Arizona Chemical Company	ARIZONA CHEMICAL COMPANY
4670	Arizona Research Consultants	ARIZONA RESEARCH CONSULTANTS INCORPORATED
4683	Ark Electronics Corporation	ARK ELECTRONICS CORPORATION
4695	Arkwin Industries	ARKWIN INDUSTRIES INC.
4709	Arlington Laboratory for Clinical and Historical Research	ARLINGTON LABORATORY FOR CLINICAL AND HISTORICAL RESEARCH
4721	Armatt	ARMATT, INC.
4735	Armco Steel Corporation	ARMCO STEEL CORPORATION .
4751	Armite Laboratories	ARMITE LABORATORIES
4765	Armour and Company	ARMOUR AND COMPANY
4862	Armour Pharmaceutical Company	ARMOUR PHARMACEUTICAL COMPANY
4871	Armstrong Cork Company	ARMSTRONG CORK COMPANY
4884	Arno Adhesive Tapes	ARNO ADHESIVE TAPES, INC. R
4892	Arnold Magnetics Corporation	ARNOLD MAGNETICS CORP.
4899	Arnoux Corporation	ARNOUX CORP.
4910	Aro Corporation	ARO CORPORATION
4922	Arrow Development Company	ARROW DEVELOPMENT COMPANY
4934	Arrow Tank Company	ARROW TANK COMPANY, INCORPORATED
4946	Arrowsmith Plastic Tooling	ARROWSMITH PLASTIC TOOLING, INC.
4952	Artisan Industries	ARTISAN INDUSTRIES, INC.
4963	Artronic Instrument Company	ARTRONIC INSTRUMENT COMPANY
4971	Arvin Industries	ARVIN INDUSTRIES, INCORPORATED
4985	Arwood Corporation	ARWOOD CORPORATION
5003	ASCO Sintering Corporation	ASCO SINTERING CORP,
5009	Asgrow Seed Company	ASGROW SEED COMPANY
5018	Ash Stevens	ASH STEVENS INC.
5029	Ashland Oil and Refining Company	ASHLAND OIL & REFINING COMPANY, INCORPORATED
5058	Asphalt Institute	ASPHALT INSTITUTE
5070	Assembly Engineers	ASSEMBLY ENGINEERS, INC.
5076	Assembly Products	ASSEMBLY PRODUCTS, INC.
5083	Associated Aero Science Laboratories	ASSOCIATED AERO SCIENCE LABORATORIES, INC.
5101	Associated Analytical Laboratories	ASSOCIATED ANALYTICAL LABORATORIES
5115	Assoiated Company	ASSOCIATED CO., INC.
5124	Associated Research	ASSOCIATED RESEARCH, INC.
5134	Associated Spring Corporation	ASSOCIATED SPRING CORPORATION
5148	Associated Testing Laboratories	ASSOCIATED TESTING LABORATORIES, INCORPORATED
5163	Associates for Research in Behavior	ASSOCIATES FOR RESEARCH IN BEHAVIOR
5175	Astek Instrument Corporation	ASTEK INSTRUMENT CORP.
5183	Astra Pharmaceutical Products	ASTRA, INCORPORATED
5201	Astro Industries	ASTRO INDUSTRIES, INC.
5207	Astro-Lite Engineering	ASTRO-LITE ENGINEERING
5213	Astro Met Associates	ASTRO MET ASSOCIATES INC.
5223	Astro Reliability Corporation	ASTRO RELIABILITY CORP.
5232	Astro Research Corporation	ASTRO RESEARCH CORPORATION
5245	Astro Technology Corporation	ASTRO TECHNOLOGY CORP.
5255	Astrodata	ASTRODATA INCORPORATED
5279	Astrolab	ASTROLAB, INCORPORATED
5292	Astronautics Corporation of America	ASTRONAUTICS CORPORATION OF AMERICA
5307	Astronetic Research	ASTRONETIC RESEARCH, INCORPORATED
5319	Astrosonics	ASTROSONICS, INCORPORATED
5330	Astrosystems International	ASTROSYSTEMS INTERNATIONAL, INC.
5342	Atkins and Merrill	ATKINS & MERRILL, INC.
5351	Atkins Technical	ATKINS TECHNICAL INCORPORATED
5361	Atlantic Chemical Corporation	ATLANTIC CHEMICAL CORPORATION
5373	Atlantic Design Company	ATLANTIC DESIGN COMPANY
5391	Atlantic Optical Moulding Company	ATLANTIC OPTICAL MOULDING COMPANY
5402	Atlantic Refining Company	ATLANTIC REFINING COMPANY
5427	Atlantic Research Corporation	ATLANTIC RESEARCH CORPORATION
5449	Atlantic Ultraviolet Company	ATLANTIC ULTRAVIOLET CO., INC.
5455	Atlas Chemical Industries	ATLAS CHEMICAL INDUSTRIES INCORPORATED
5509	Atlas Electric Devices Company	ATLAS ELECTRIC DEVICES COMPANY
5518	Atlas Testing Laboratories	ATLAS TESTING LABORATORIES, INCORPORATED
5533	Atmospheric Research and Development Corporation	ATMOSPHERIC RESEARCH AND DEVELOPMENT CORPORATION
5543	Atomergic Chemetals Company	ATOMERGIC CHEMETALS COMPANY
5559	Atomic Laboratories	ATOMIC LABORATORIES, INC.
5565	Auburn Engineering	AUBURN ENGINEERING, INC.
5574	Audio Devices	AUDIO DEVICES, INCORPORATED
5597	Auerbach Corporation	AUERBACH CORPORATION
5611	Augusta Chemical Company	AUGUSTA CHEMICAL COMPANY
5624	Austin Company	AUSTIN COMPANY
5648	Automated Specialties	AUTOMATED SPECIALTIES, INC.
5662	Automatic Sprinkler Company of America	AUTOMATIC SPRINKLER CORPORATION OF AMERICA
5678	Automatic Switch Company	AUTOMATIC SWITCH CO.
5687	Automation Dynamics Corporation	AUTOMATION DYNAMICS CORPORATION
5701	Automation Engineers	AUTOMATION ENGINEERS, INCORPORATED
5713	Automation Industries	AUTOMATION INDUSTRIES INCORPORATED
5728	Automation Management	AUTOMATION MANAGEMENT INCORPORATED
5744	Autoresearch Laboratories	AUTORESEARCH LABORATORIES INCORPORATED
5755	Autotron	AUTOTRON, INCORPORATED
5764	Autotronics	AUTOTRONICS, INCORPORATED
5774	Autronics Corporation	AUTRONICS CORPORATION
5786	Avery Products Corporation	AVERY PRODUCTS CORPORATION
5821	Aviel Electronics	AVIEL ELECTRONICS INCORPORATED
5829	Avien	AVIEN, INC.
5838	Avnet	AVNET ELECTRONICS CORP.
5854	Avon Products	AVON PRODUCTS, INC.
5871	Avtron Manufacturing	AVTRON MANUFACTURING, INCORPORATED
5883	Axel Electronics	AXEL ELECTRONICS, INC.
5892	Axel Plastics Research Laboratories	AXEL PLASTICS RESEARCH LABORATORIES
5907	B-D Laboratories	B-D LABORATORIES INCORPORATED
5916	B.D.M. Enterprises	B.D.M. ENTERPRISES INCORPORATED
5926	B&F Instruments	B&F INSTRUMENTS INCORPORATED
5941	Babcock Electronics Corporation	BABCOCK ELECTRONICS CORPORATION
5951	Babcock and Wilcox Company	BABCOCK & WILCOX COMPANY
5978	Bachan Manufacturing	BACHAN MANUFACTURING CO.
5988	Bacharach Industrial Instrument Company	BACHARACH INDUSTRIAL INSTRUMENT COMPANY
6000	Bacon Laboratories	FREDERICK S. BACON LABORATORIES
6010	Badger Meter Manufacturing Company	BADGER METER MFG. CO.
6023	Baird- Atomic	BAIRD-ATOMIC INCORPORATED
6034	Baker Castor Oil Company	BAKER CASTOR OIL COMPANY
6045	Baker Instruments	BAKER INSTRUMENTS, INC.
6050	Bal Corporation	WILLIAM BAL CORPORATION
6058	Bal Seal Engineering Compan	BAL SEAL ENGINEERING COMPANY
6075	Balassa Research Laboratories	BALASSA RESEARCH LABORATORIES
6089	Balco Research Laboratories	BALCO RESEARCH LABORATORIES, INC.
6101	Baldwin Electronics	BALDWIN ELECTRONICS INCORPORATED
6113	Baldwin-Lima-Hamilton Corporation	BALDWIN-LIMA-HAMILTON CORP.
6172	Baldwin-Montrose Chemical Company	BALDWIN-MONTROSE CHEMICAL CO., INC.
6185	Balke Research Associates	BALKE RESEARCH ASSOCIATES INCORPORATED
6196	Ball Corporation	BALL BROTHERS COMPANY INCORPORATED
6210	Ball Chemical Company	BALL CHEMICAL COMPANY
6223	Ballantine Laboratories	BALLANTINE LABORATORIES INCORPORATED
6237	Baltimore Gas and Electric Company	BALTIMORE GAS AND ELECTRIC COMPANY G
6247	Banks and Associates	R. L. BANKS & ASSOCIATES, INC.
6253	Barden Corporation	BARDEN CORPORATION
6272	Barium and Chemicals	BARIUM & CHEMICALS INCORPORATED
6283	Barkley and Dexter Laboratories	BARKLEY & DEXTER LABORATORIES, INC.
6295	Barnes Development Company	BARNES DEVELOPMENT COMPANY
6308	Barnes Engineering Company	BARNES ENGINEERING COMPANY
6316	Barnes and Reinecke	BARNES & REINECKE, INC.
6324	Barnstead Still and Sterilizer Company	BARNSTEAD STILL AND STERILIZER COMPANY
6337	Barogenics	BAROGENICS INCORPORATED
6348	Barr Company	GEORGE BARR COMPANY
6363	Barrett Company	LEON J. BARRETT COMPANY
6375	Barrier	BARRIER INCORPORATED
6388	Barry-Wright Corporation	BARRY-WRIGHT CORP.
6411	Barth Corporation	BARTH CORP.
6421	Barth Engineering	BARTH ENGINEERING & MANUFACTURING CO., INC.
