221	42.	Aeronca Manufacturing Corporation, Middletown, Ohio.	(C/Z)	G. Philip Stout, Vice President and Director of Research; W. Warren Whittle, Administrative Director (Baltimore). 20 engineers; others 4; other technical personnel 18; additional personnel 8.
226	43.	Aerophysics Development Corporation, P. O. Box 657, Pacific Palisades, Calif. (Cf)	William Bollay, President and Technical Director; Fran Hill, Personnel Director. 54 engineers, 2 physicists; other technical personnel 95; additional personnel 56.
230	44.	Aerophysics Research Foundation, Ad-	Robert D. Elliott, President  and Director of Research; W. L. Woolley, Personnel Director. 1 chemist, 1 engineer, 1 mathematician, 6 meteorologists; other technical personnel 5; additional personnel 3.
235	45.	Aeroprojects, Inc., 310 E. Rosedale Ave.,	J. Byron Jones, President and Director of Research; William C. Potthoff, Vice President and Technical Personnel Director. 1 biologist, 7 chemists, 14 engineers,  1 metallurgist, 1 physicist; other technical personnel 25; additional personnel 12.
240	46.	Aerotec Corporation, The, Greenwich,	E. H. R. Pegg, Vice President, Engineering. 2 engineers; additional personnel 2.
245	47.	Aerovox Corporation, New Bedford, Mass.	G. Milton Ehlers, Chief Research Engineer; Peter Grad, Technical Director. 12 chemists, 13 engineers, 2 physicists; other technical personnel 22; additional personnel 4.
251	48.	Aetna Casualty & Surety Company, 151 Farmington Ave., Hartford 15, Conn. (Cp)	Donald G. Vaughan, Director of Research; R. T. Waite, Technical Personnel Director. 2 chemists, 1 physicist; other technical personnel 2; additional personnel 2.
256	49.	Affiliated Research, Inc., 43 Meadow St.,	Frank W. Endruhn, Director of Research and Technical Personnel Director. 5 chemists, 2 engineers; other technical personnel 2; additional personnel 2.
263	50.	Ahrendt Instrument Company, The, 4910 Calvert Rd., College Park, Md. {Cfct)	William R. Ahrendt, President and Director of Research; Richard B. Miller, Director of Personnel. 14 engineers; other technical personnel 4; additional personnel 3.
266	51.	Air Associates, Ina, 511 Joyce St, Orange,	John S. McKechnie, Director of Research; James B. Moss, Personnel Manager. 75 engineers; other technical personnel 50; additional personnel 40.
271	52.	Air Products, Ina, P. O. Box 538, Allentown, Pa.	(C/>)	Clyde McKinley, Technical Director; William Harrison, Director of Industrial Relations. 4 chemists, 10 engineers; additional personnel 2.
276	53.	Air Reduction Company, Inc., 60 E. 42nd	George V. Slottman, Vice President and Director of Research; L. I. Gilbertson, Director of Laboratories (Murray Hill). 61 chemists, 48 engineers, 2 metallurgists, 1 physicist; other technical personnel 65; additional personnel 104. | John Gilroy, Director of Research. 1 chemist, 8 engineers, 2 physicists; additional personnel 1.
286	54.	Air Refresher Manufacturing Company, 1463 Boston Rd., Bronx 60, N. Y. (C/>)	2 engineers.
290	55.	Air & Refrigeration Corporation, 439 Madison Ave., New York 22, N. Y.	(C^)	Daniel A. Reinman, Director of Research. 1 physicist; other technical personnel 1.
295	56.	Airborne Accessories Corporation, 1414	Qifford F. Thompson, Vice President, Engineering; Louis Genesson, Director of Personnel Administration; Harold Bird, Laboratory Director. 16 engineers, 1 physicist; other technical personnel 12; additional personnel 6.
300	57.	Airborne Instruments Laboratory, Inc., 160 Old Country Rd., Mineola, N. Y. (I/cZ)	John N. Dyer, Vice President, Research and Engineering Division; D. M. Miller, Vice President, Engineering and Production Division; Howard J. Gresens, Personnel Director. 1 biologist, 1 chemist, 150 engineers. 6 mathematicians, 10 physicists; additional personnel 217.
304	58.	Aircraft Armaments, Inc., P. O. Box 126,	Joel M. Jacobson, Vice President and General Manager; Richard W. Sanford, Director of Research; Douglas J. Wishart, Director of Personnel. 60 engineers, 8 mathematicians, 4 physicists, 1 psychologist; other technical personnel 86; additional personnel 40.
310	59.	Aircraft-Marine Products, Inc., 2100 Paxton	Franklin H. Wells, Director of Research. 3 chemists, 3 engineers, 1 metallurgist, 2 physicists; other technical personnel 11; additional personnel 4.
317	60.	Aircraft Radio Corporation, Boonton, N. J.	Atherton Noyes, Jr., Vice President, Research and Development; Lars E. Erickson, Vice President, Engineering Division. 1 chemist, 14 engineers, 1 mathematician, 2 physicists; other technical personnel 5; additional personnel 6.
322	61.	Aircraft Tools, Inc., 9030 Bcllanca Ave.,	Clayton Solum, Director of Research and Technical Personnel Director. 4 engineers; additional personnel 1.
328	62.	Airicem, Inc., 241 E. 44th St, New York 17,	Claude J. D’Angio, Director of Research and Technical Personnel Director. 1 bacteriologist, 2 biologists, 7 chemists, 3 engineers; additional personnel 3.
333	63.	Air-Marine Motors, Inc., 369 Bayview Ave.,	Oskar W. Giesecke, Director of Research; Henry J. Huttenlocher, JrM Technical Personnel Director. 5 engineers, 1 physicist; other technical personnel 7; additional personnel 13.
338	64.	Air-Maze Corporation, 25000 Miles Rd.,	George M. Walton, Executive Vice President and Director of Research; R. E. Brown, Chief Engineer and Technical Personnel Director. 9 engineers; other technical personnel 8.
343	65.	Airolite Company, The, West View Ave.,	Richard W. Graham, Director of Research; A. D. Bergmann, Assistant Director of Research. 2 engineers; additional personnel 2.
348	66.	Air-O-Tronics, P. O. Box 31,	Joseph Chemof, Vice President, Research and Development; G. A. Anderson, Technical Personnel Director. 2 engineers, 1 physicist; additional personnel 2.
356	67.	Airpax Products Company, Middle River,	Herbert A. Cook, President and Director of Research; D. H. Holdt, Vice President; Ruth Hendrickson, Technical Personnel Director. 5 engineers, 1 mathematician; other technical personnel 20; additional personnel 2.
361	68.	Airtronic Research, Inc., 5522 Dorsey Lane,	R. L. Kramer, Chief, Basic Science Group; W. T. Whelan, Chief Engineer and Technical Personnel Director. 1 chemist, 2 engineers, 3 physicists; other technical personnel 2; additional personnel 1.
366	69.	Air-Way Electric Appliance Corporation,	D. L. Boyd, Director of Research and Technical Personnel Director. 2 engineers; other technical personnel 2.
371	70.	Akeley Camera and Instrument Cor-	A Razdow, Director of Research and Development; Hugh T. McGovern, Director of Sales and Engineering and Technical Personnel Director. 5 engineers, 1 physicist; other technical personnel 6; additional personnel 2.
376	71.	Alabama By-Products Corporation, First	W. M. Mobley, Director of Research. 4 chemists, 3 engineers, 1 metallur-  gist; other technical personnel 7; additional personnel 2.
384	72.	Alar Products, Inc., 1071 Power Ave.,	H. L. Bums, Director. 2 engineers ; other technical personnel 1; additional personnel 3.
391	73.	Alban H. Reid Foundation for Physical	James R. Alburger, Managing Director. 1 chemist, 2 engineers, 1 physicist.
396	74.	Albany Felt Company, Albany 1, N. Y. (Cc)	Harold F. Hedberg, Vice President and Director of Research; Carl C. Gordon, David B. McLeod, Technical Personnel Directors. 1 biologist, 7 chemists, 4 engineers; other technical personnel 6; additional personnel 3.
401	75.	Albion Malleable Iron Company, Albion,	F. B. Rote, Director of Research and Technical Personnel Director. 3 engineers, 5 metallurgists; other technical personnel 5; additional personnel 2.
407	76.	Alcar Instruments, Inc., 20-21 Wagaraw	Benson Carlin, President and Director of Research; Robert Jeffrey, Technical Personnel Director. 2 engineers, 3 physicists; other technical personnel 10; additional personnel 5.
411	77.	Al-Chem Laboratory, Inc., The, 702 £.	Justin J. Alikonis, President and Director of Research. 3 chemists, 2 engineers; other technical personnel 2; additional personnel 2.
415	78.	Alco Oil and Chemical Corporation, Tren-	O. B. Hager, Director of Research and Technical Personnel Director. 4 chemists, 2 engineers; other technical personnel 3; additional personnel 1.
420	79.	Alcon Laboratories, Inc., P. O. Box 1959,	David L. Merrill, Director of Laboratories and Technical Personnel Director. 3 bacteriologists, 4 chemists; other technical personnel 1; additional personnel 4.
426	80.	Aldan Rubber Company, Tioga and Salmon	Theodore Kalian, Technical  Personnel Director. 3 chemists; other technical personnel 1.
432	81.	Aldridge Industrial Oils, Ina, 3401 W.	Frank M. Aldridge, President and Director of Research; Albert Gressel, Technical Personnel Director. 2 chemists, 1 engineer; additional personnel 2.
438	82.	Alfax Paper & Engineering Company, 40	Sylvester C. Sviokla, Director of Research. 1 chemical engineer, 1 electrical engineer; additional personnel 3.
443	83.	Alford, Andrew, Consulting Engineers, 299	15 engineers; other technical personnel 9; additional personnel 29.
448	84.	Algin Corporation of America, 24 State St.,	V. C. LeGloahec, Executive Vice President and Director of Research. 5 chemists, 1 engineer; other technical personnel 2; additional personnel 1.
454	85.	Algood Products, Inc., 203 Lafayette St.,	Evan Angel, President and  Director of Research. 2 engineers; other technical personnel 1; additional personnel 4.
459	86.	Alkydol Laboratories, Inc., 3242 S. 50th	William P. Cody, Vice President and Director of Research. 6 chemists,  2 engineers; other technical personnel 3.
466	87.	Allegany Instrument Company, Ina, P. O.	Harry Stem, President and Technical Personnel Director; G. William Harrison, Director of Research. 5 engineers, 2 physicists; other technical personnel 1; additional personnel 3.
470	88.	Allegheny Ludlum Steel Corporation, 2020	Laurence C. Hicks, Director of Research and Technical Personnel Director; G. C. Kiefer, J. H. Crede, A. J. Lena, Associate Directors of Research. 7 chemists,  3 electrical and electronic engineers, 1 mechanical engineer, 1 mathematician, 19 metallurgists, 1 physicist; other technical personnel 28; addition personnel 16. | Laurence C. Hicks, Director of Research and Technical Personnel Director; W. W. Dyrkacz, Associate Director, High Temperature Section; R. W. Stewart, Associate Director, Special Metals Section. 1 chemist, 15 metallurgists, 1 physicist; other technical personnel 31; additional personnel 4. | Laurence C. Hicks, Director  of Research and Technical Personnel Director; W. H. Bleecker, Associate Director of Research. 2 metallurgists; other technical personnel 2. | Laurence C Hicks, Director of Research and Technical Personnel Director; L. V. Klaybor, Associate Director of Research. 4 metallurgists; other technical personnel 2; additional personnel 1.
492	89.	Allen-Bradley Company, 136 W. Greenfield	Lynn H. Matthias, Vice President, Research; Eugene C. Ragatz, Technical Personnel Director; A. G. Woodford, Manager, Control Laboratory. 3 ceramists, 4 chemists, 37 engineers, 1 mathematician, 3 physicists; other technical personnel 8; additional personnel 7.
497	90.	Allen Industries, Inc., 1927 Leland Ave.,	Edward G. Goldstone, Director of Research. 1 chemist, 1 engineer; other technical personnel 5; additional personnel 1.
502	91.	Alles, Gordon A., 770 S. Arroyo Pkwy.,	Gordon A. Alles, Director of Research. 1 biologist, 1 chemist; other technical personnel 1; additional personnel 1.
506	92.	Alliance Manufacturing Company, The, Lake Park Blvd., Alliance, Ohio. (C/>) Executive Vice President: John Bentia.	E. V. Schneider, Chief of Product Development and Technical Personnel Director. 6 engineers; additional personnel 8.
509	93.	Allied Analytical & Research Laboratories, 3833 Cedar Springs, Dallas 4, Texas. (I/cf)	David E. Levin, President and Director of Research. 3 chemists; other technical personnel 1; additional personnel 2.
512	94.	Allied Chemical & Dye Corporation, 61	Frank Porter, Laboratory Director; Glenn A. Nesty, Associate Laboratory Director. | C. G. Stupp, Vice President, Research (New York) ; W. E. Kleinicke (Edgewater), M. H. Bigelow (Toledo), J. B. Maguire (Frankford and Glenolden), Superintendents. | James W. Swaine, Technical Director (New York) ; H. R. Neumark, Assistant to the Technical Director (New York) ; John C. Fedoruk, Assistant Technical Director (Morristown) ; J. H. Pearson, Laboratory Director (Morristown); O. G. Direnga, Laboratory Director (Claymont) ; D. A. Peterson, Laboratory Manager (Baton Rouge). | O. F. Tarr, Vice President; Raymond L. Copson, Director of Research; Marc Darrin, Associate Director of Research. | Wesley Minnis, Director of Research and Development (New York) ; B. M. Helfaer, Assistant Plant Manager (Buffalo) ; J. G. Kern, Manager of Dye Application Research (Buffalo) ; F. J. Krueger, Engineering Manager (New York) ; A. J. Sweet, Superintendent, Development Department (Hope-well). | F. O. Agel, Director of Development; E. D. Crittenden, Director of Research. | L. D. Schmidt, Director of Research (New York); Thomas R. Liston (Buffalo), H. Stuart Auvil (Ashland), Laboratory Directors. | C. P. Hackett, Director of Development; Arnold Hanchett, Assistant Director of Development; A. P. Julien, Chief of Research; H. A. Bewick, E. W. Smith, Assistant Chiefs of Research.
560	95.	Allied Laboratories, Inc., Pitman-Moore	Carl A. Bunde, Research Director; H. F. Sefton, Personnel Director. 14 biologists, 10 chemists, 5 doctors of medicine; other technical personnel 10; additional personnel 13. | S. R. Bozeman, Director; A. H. Brueckner, Assistant Director, Biological Product Development; H. F. Sefton, Technical Personnel Director. 7 biologists, 3 chemists, 2 doctors of veterinary medicine, 1 engineer; other technical personnel 5.
570	96.	Allied Mills, Inc., 3400 Board of Trade	J. E. Hunter, Director of Research. 3 biologists, 15 chemists; other technical personnel 6; additional personnel 14.
577	97.	Allied Ordnance Corporation, 1011 E. 173rd	P. E. Napolitano, Director of Research; M. Hirsch, Technical Personnel Director.
582	98.	Allied Research Associates, Inc., 43 Leon	Lawrence Levy, President and Director of Research; Joseph Kelley, Jr., Vice President and Technical Personnel Director. 22 engineers, 2 physicists; other technical personnel 11; additional personnel 6.
586	99.	Allied Research Products, Inc., 4004 E.	C. W. Ostrander, Director of Research and Service Manager. 6 chemists; additional personnel 1.
590	100.	Allis-Chalmers Manufacturing Company,	H. K. Ihrig, Vice President, Research; Will Mitchell, Jr., R. G. Matters, Assistant Directors of Research. 28 chemists, 245 engineers, 3 mathematicians, 30 metallurgists, 6 physicists; other technical personnel 231; additional personnel 42.
603	101.	Allis Company, Louis, The, 427 E.	T. R. Wieseman, Vice President, Engineering; George Heiden, Employment Manager. 2 chemists, 5 engineers, 1 metallurgist, 2 physicists; other technical personnel 3; additional personnel 2.
608	102.	Allison Company, The, 257 Islandbrook	Richard D. Sevick, Research Director. 1 chemist, 2 engineers, 1 physicist; others 1; additional personnel 2.
614	103.	Allison Laboratories, 14185 Skyline Dr.,	R. E. Allison, Owner and Director of Research. 2 engineers; additional personnel 3.
618	104.	Alloy Manufacturing Company, 3207 S.	A. C. Wideburg, Director of Research; Sig Beutlich, Technical Personnel Director. 2 engineers.
623	105.	Alloy Precision Castings Company, E. 45th	Frank W. Glaser, Vice President and Director of Research. 1 ceramist, 2 engineers, 2 metallurgists, 1 physicist; other technical personnel 7; additional personnel 6.
629	106.	Alloy Products Company, 734 Lincoln	George F. Vanderwerp, Laboratory Director; R. Clevenger, Technical Personnel Director. 1 chemical engineer, 1 chemist ; other technical personnel 4.
634	107.	Alloy Rods Company, P. O. Box 786,	R. K. Lee, Vice President, Research; J. O. Cavanagh, Technical Director. 1 chemist, 3 engineers, 1 metallurgist; other technical personnel 5; additional personnel 4.
639	108.	Alloy Steel Products Company, 1326 W.	E. G. Holmberg, Director of Research. 3 chemists, 5 engineers, 1 metallurgist; additional personnel 1.
644	109.	All-State Welding Alloys Company, Inc.,	Thomas D. Nast, Director of Research; Richard H. Mandel, Technical Personnel Director. 1 chemist, 1 metallurgist; other technical personnel 1.
648	110.	All-Tronics, Inc., 2 Secatoag Ave., Port	Harold P. Westman, Jr., Vice President and Director of Research. 1 engineer; other technical personnel 2.
653	111.	Aloe Company, A. S., 1831 Olive St., St.	H. L. Ettman, Vice President and Director of Research; William Nebel, Assistant Research Director. 1 biologist, 2 chemists; additional personnel 4.
659	112.	Alox Corporation, P. O. Box 556, Niagara	Clarence A. Weltman, Vice President and Technical Director. 4 chemists; additional personnel 5.
667	113.	Alten Foundry & Machine Works, Inc., 226 W. Wheeling St., Lancaster, Ohio. (Cc/) President: George H. Al ten.	Fred R. Bayne, Director of Research. 1 chemist, 2 engineers, 1 metallurgist; other technical personnel 2; additional personnel 2.
671	114.	Alto Scientific Company, Inc., 4037 El	Thomas F. Turner, Vice President and General Manager; David D.  14  Cherry, Director of Research. 3 engineers, 1 physicist; other technical personnel 1; additional personnel 2.
678	115.	Alton Box Board Company, P. O. Box	James R. Lyon, Director of Research. 6 chemists.
683	116.	Aluminum Company of America, 425 6th	Kent R. Van Hom, Director of Research; E. H. Dix, Jr., W. T. Ennor, E. G Hartmann, P. T. Stroup, Assistant Directors ; M. W. Daugherty, Secretary and Technical Personnel Director. 77 chemists, 130 mechanical, civil, chemical, and electrical engineers, 33 metallurgists and metallurgical engineers, 9 physicists; other technical personnel 290; additional personnel 140.
689	117.	Aluminum Industries, Inc.,	Walter J. Klayer, Director of Research. 3 chemists, 4 engineers, 1 metallurgist, 1 physicist, 1 spectroscopist; other technical personnel 10; additional personnel 3.
695	118.	Amalgamated Chemical Corporation, Rorer and Ontario Sts., Philadelphia, Pa. (C/>) President: Harold B. Dohner.	Robert N. Pennie, Director of Research; John M. Jester, Jr., Secretary and Technical Personnel Director. 5 chemists; other technical personnel 1.
698	119.	Amber Laboratories, Inc., 3456 N. Buffum	Sheldon Bernstein, Director of Research; Norman N. Bernstein, Personnel and Technical Director. 2 biologists, 1 chemist,  1 engineer; additional personnel 3.
704	120.	Amerac, Inc., P. O. Box 83, Danvers,	Owen I. Haszard, Vice President and Director of Research; T. Alden Matsubara, Technical Personnel Director. 5 engineers; additional personnel 1.
711	121.	Amercoat Corporation, 4809 Firestone	G G. Munger, Vice President, Manufacturing and Research; J. I. Richardson, Technical Director. 9 chemists, 1 engineer; additional personnel 8.
716	122.	American Agar & Chemical Company,	H. H. Selby, Director of Research and Technical Personnel Director.  2 chemists; other technical personnel 1.
722	123.	American Agile Corporation, 5461 Dunham Rd., Bedford, Ohio.	(Cp)	J. A. Neumann, President and Director of Research; F. J. Bockhoff,  15  Associate Director of Research. 2 chemists, 1 metallurgist; other technical personnel 1; additional personnel 3.
727	124.	American Agricultural Chemical Company,	S. W. DuPuy, Director of Research and Process Development. 1 biologist, 20 chemists, 20 engineers, 1 geologist, 1 metallurgist, 2 physicists; others 2; additional personnel 3.
731	125.	American Air Filter Company, Inc., 215	Stig Sylvan, Director of Research; R. F. Logsdon, Assistant Director of Research; A. Nutting, Vice President, Engineering. 2 chemists, 7 engineers, 2 physicists; other technical personnel 2; additional personnel 6.
736	126.	American Alcolac Corporation, 3440 Fair-	Serge Giers, Vice President and Technical Director of Research. 2 chemists; other technical personnel 2; additional personnel 2.
741	127.	American Aniline Products, Inc., Lock	Dominic Zanella, Director of Research; Talfryn James, Technical Personnel Director. 23 chemists; other technical personnel 15.
748	128.	American Bakeries Company, 919 N.	R. W. Mitchell, Director of Research and Control; K. H. Otte, Director of Engineering Research. 1 biologist, 3 chemists, 4 engineers, 2 home economists; other technical personnel 2; additional personnel 2. | Stanley A. McHugh, Director. 1 baking technologist, 3 chemists, 1 nutritionist ; additional personnel 1.  Researh activities: New products and formulas.
758	129.	American Bemberg-Beaunit Mills, Inc.,	H. Hofmann, Vice President and Technical Director; G. A. Hardt, Superintendent, Research Department, and Technical Personnel Director. 5 chemists, 1 engineer; other technical personnel 6; additional personnel 5. | H. Hofmann, Technical Vice President; K. T. Schaefer, Technical Personnel Director. 14 chemists, 6 engineers; other technical personnel 11; additional personnel 24.
768	130.	American Biltrite Rubber Company, Chelsea, Mass.	(C/)	Arthur I. Ross, Director of Research and Technical Personnel Director. 6 chemists; other technical personnel 10; additional personnel 2.
772	131.	American BioChemical Laboratory, Inc.,	Samuel L. Goldheim, Director of Research and Technical Personnel Director. 1 biologist, 2 chemists, 2 entomologists; additional personnel 1.
777	132.	American Bio-Synthetics Corporation, 710	Hamilton A. Pinkalla, President and Director of Research. 2 biologists, 3 chemists, 2 engineers; additional personnel 4.
783	133.	American Blower Corporation, Detroit 32,	T. A. Walters, Director of Research and Technical Personnel Director. 8 engineers, 1 metallurgist; other technical personnel 22; additional personnel 2.
788	134.	American Bosch Arma Corporation, 3664	Sidney E. Miller, Vice President, Engineering. 19 engineers, 2 metallurgists; other technical personnel 67; additional personnel 59. | Clifford T. Foss, Vice President, Engineering; Ernest A. Goetz, Director, Research and Development Department; Allen W. Walz, Technical Personnel Director. 800 engineers; additional personnel 50.
799	135.	American Bottlers of Carbonated Bever-	Harry E. Korab, Technical Director. 2 biologists, 1 chemist; additional personnel 2.
804	136.	American Box Board Company, 470 Market St., S. W., Grand Rapids 2, Mich. (Cct) President: W. S. Goodspeed.	R. P. Aument, Director of Research. 8 chemists, 2 engineers, 1 physicist; other technical personnel 17; additional personnel 3.
808	137.	American Brake Shoe Company, 230 Park	Raymond H. Schaefer, Vice President and Director of Research. 1 ceramic engineer, 1 chemist, 15 metallurgists; additional personnel 58. | Raymond H. Schaefer, Vice  President and Director of Research; Raymond E. Spokes, Technical Director; John R Littlefield, Henry M. T. Harris, Assistant Technical Directors. 5 chemists, 6 engineers, 1 metallurgist; additional personnel 26. | Raymond H. Schaefer, Vice President and Director of Research. 4 engineers; additional personnel 8. | Rosser L. Wilson, Vice President, Engineering. 7 engineers; other technical personnel 8; additional personnel 25. | I. E. Cox, Vice President, Engineering. 3 chemists, 4 engineers, 2 metallurgists ; other technical personnel 7; additional personnel 3.
